,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
7134,564.0,Germany,Female,30,0,100954.88,2,0,0,134175.15,0
7135,625.0,France,Female,51,4,124620.01,2,1,0,92243.94,1
7136,677.0,Spain,Female,34,4,0.0,2,1,1,6175.53,0
7137,583.0,France,Male,40,9,112701.04,1,0,0,29213.63,0
7138,592.0,Spain,Male,45,8,84692.5,1,0,1,67214.02,0
7139,637.0,Germany,Male,49,2,108204.52,1,1,0,169037.84,1
7140,850.0,France,Male,30,6,86449.39,1,1,1,188809.23,0
7141,633.0,Spain,Male,42,10,0.0,1,0,1,79408.17,0
7142,751.0,Germany,Male,36,5,73194.99,1,1,1,89222.66,0
7143,592.0,Germany,Male,31,7,124593.23,1,1,0,86079.67,0
7144,716.0,Germany,Male,50,2,119655.77,1,1,1,12944.17,1
7145,641.0,Germany,Male,42,3,121765.37,2,1,1,166516.84,0
7146,849.0,France,Male,35,4,110837.73,1,0,0,126419.8,0
7147,647.0,Spain,Male,47,10,99835.17,1,0,1,89103.05,0
7148,608.0,Germany,Female,30,2,91057.37,2,1,0,132973.17,0
7149,497.0,Spain,Male,27,7,149400.27,1,0,0,167522.19,0
7150,599.0,Germany,Male,38,9,89111.63,1,0,0,157239.6,0
7151,545.0,Germany,Male,33,1,132527.9,2,0,1,107429.71,0
7152,774.0,France,Female,36,9,114997.42,1,1,0,75304.09,0
7153,464.0,France,Male,46,6,161798.53,1,1,0,182944.47,0
7154,696.0,Germany,Female,27,2,96129.32,2,1,1,5983.7,0
7155,667.0,Spain,Male,45,3,0.0,2,0,0,163655.01,0
7156,812.0,France,Male,32,5,133050.97,2,1,0,89385.92,0
7157,516.0,France,Male,51,8,120124.35,2,0,1,168773.54,0
7158,664.0,Spain,Male,32,5,133705.74,1,0,0,134455.84,0
7159,427.0,Spain,Female,39,9,0.0,2,1,0,28368.37,0
7160,685.0,France,Female,40,7,0.0,2,1,0,103898.59,0
7161,585.0,France,Female,33,4,152805.05,1,1,0,63239.65,0
7162,519.0,Germany,Female,21,1,151701.45,3,1,1,170138.68,1
7163,708.0,France,Female,67,1,0.0,2,0,1,3837.08,0
7164,717.0,France,Female,22,5,112465.06,1,1,1,92977.75,0
7165,465.0,Germany,Male,24,6,156007.09,1,1,0,191368.37,0
7166,829.0,Germany,Male,28,3,132405.52,3,1,0,104889.2,1
7167,826.0,France,Male,26,5,142662.68,1,0,0,60285.3,0
7168,747.0,Germany,Male,36,8,102603.3,2,1,1,180693.61,0
7169,707.0,Spain,Male,32,9,0.0,2,1,0,126475.79,0
7170,590.0,Spain,Male,37,1,0.0,2,0,0,133535.99,0
7171,603.0,Spain,Male,57,6,105000.85,2,1,1,87412.24,1
7172,615.0,France,Male,45,5,0.0,2,1,1,164886.64,0
7173,634.0,France,Female,36,1,69518.95,1,1,0,116238.39,0
7174,716.0,Germany,Male,41,8,126145.54,2,1,1,138051.19,0
7175,647.0,France,Male,41,4,138937.35,1,1,1,101617.64,1
7176,591.0,Germany,Female,44,10,113581.98,1,1,0,1985.41,0
7177,574.0,France,Male,34,1,112572.39,1,0,0,165626.6,0
7178,467.0,Germany,Male,51,10,114514.71,2,1,0,177784.68,1
7179,701.0,France,Female,35,2,0.0,2,1,1,65765.22,0
7180,747.0,France,Female,34,10,0.0,2,1,1,50759.8,0
7181,650.0,France,Male,32,2,84906.45,1,1,0,163216.48,0
7182,731.0,Spain,Female,39,2,126816.18,1,1,1,74850.93,0
7183,638.0,Germany,Female,26,1,105249.76,2,1,1,23491.09,0
7184,569.0,Spain,Male,41,2,0.0,2,1,0,134272.57,0
7185,459.0,Germany,Male,50,5,109387.9,1,1,0,155721.15,0
7186,632.0,Germany,Male,23,3,122478.51,1,1,0,147230.77,1
7187,683.0,France,Female,73,8,137732.23,2,1,1,133210.44,0
7188,850.0,France,Female,46,2,157866.77,1,1,1,18986.12,0
7189,512.0,France,Female,41,6,0.0,1,1,1,100507.81,0
7190,616.0,France,Female,31,3,136789.14,1,1,0,59346.4,1
7191,664.0,France,Male,36,1,0.0,2,1,1,95372.64,0
7192,694.0,France,Male,30,10,144684.03,1,1,1,31805.49,0
7193,655.0,France,Male,24,9,107065.31,1,1,1,51959.82,0
7194,607.0,France,Female,33,8,91301.72,1,0,1,130824.57,0
7195,684.0,Spain,Male,39,4,207034.96,2,0,0,157694.76,1
7196,763.0,Spain,Male,37,8,0.0,2,1,1,933.38,0
7197,671.0,Spain,Male,50,8,0.0,1,0,1,2560.11,0
7198,592.0,Spain,Male,38,3,0.0,1,1,1,12905.89,1
7199,666.0,Spain,Female,36,6,0.0,2,1,0,176692.87,0
7200,667.0,France,Male,34,5,0.0,2,1,1,102908.63,0
7201,850.0,Spain,Male,36,6,0.0,2,0,1,41291.05,0
7202,622.0,Spain,Male,42,9,0.0,2,1,0,119127.06,0
7203,577.0,France,Female,30,8,92472.1,2,0,1,126434.61,0
7204,555.0,Spain,Male,21,1,0.0,2,0,0,103901.35,0
7205,547.0,France,Male,62,10,127738.75,2,1,1,85153.0,0
7206,613.0,Germany,Female,50,5,101242.98,2,1,0,12493.61,0
7207,672.0,France,Female,43,4,92599.55,2,1,1,167336.78,0
7208,624.0,Spain,Female,36,10,0.0,2,0,1,186180.42,0
7209,698.0,Spain,Female,50,1,0.0,4,1,0,88566.9,1
7210,606.0,France,Male,37,6,82373.94,1,0,0,172526.9,1
7211,720.0,Spain,Male,31,4,141356.47,1,0,0,137985.69,0
7212,835.0,France,Male,23,9,0.0,1,1,0,19793.73,1
7213,771.0,Spain,Female,47,3,72664.0,2,1,1,107874.39,0
7214,811.0,France,Female,47,3,123365.34,2,0,0,171995.34,0
7215,734.0,Germany,Male,33,5,121898.58,1,1,0,61829.89,0
7216,548.0,Spain,Male,33,6,0.0,1,1,1,31728.35,0
7217,652.0,France,Female,31,3,103696.97,3,0,0,155221.05,1
7218,707.0,France,Male,33,2,0.0,2,0,0,130866.95,0
7219,605.0,Germany,Female,56,1,74129.18,2,1,1,62199.78,1
7220,623.0,France,Female,34,9,0.0,1,1,0,24255.21,0
7221,686.0,Germany,Male,29,3,185379.02,1,1,0,64679.07,0
7222,657.0,Spain,Male,41,8,109402.13,1,1,1,66463.62,0
7223,816.0,Germany,Female,34,2,108410.87,2,1,0,102908.91,0
7224,484.0,France,Female,50,2,90408.16,2,0,0,48170.57,0
7225,728.0,France,Female,34,6,90425.15,2,1,1,11597.69,0
7226,477.0,Spain,Male,31,9,0.0,2,0,1,184061.17,0
7227,663.0,Germany,Female,46,6,95439.4,1,1,1,21038.58,1
7228,549.0,Germany,Male,34,6,204017.4,2,1,0,109538.35,0
7229,714.0,Spain,Male,29,9,0.0,2,1,0,129192.55,0
7230,430.0,Germany,Male,49,3,137115.16,1,1,0,146516.86,1
7231,504.0,Germany,Male,43,5,134740.19,2,1,0,181430.91,0
7232,530.0,France,Female,29,5,0.0,2,0,0,121451.21,0
7233,619.0,Germany,Male,29,4,98955.87,1,0,1,131712.51,0
7234,617.0,Germany,Male,44,9,49157.09,2,1,0,53294.17,0
7235,791.0,Germany,Male,31,1,130240.33,1,0,0,96546.55,0
7236,609.0,France,Male,48,1,108019.27,3,1,1,184524.65,1
7237,780.0,Germany,Male,51,4,126725.25,1,1,0,195259.31,1
7238,777.0,Germany,Female,34,5,96693.66,1,1,1,172618.52,0
7239,817.0,Germany,Female,27,7,129810.6,1,1,1,59259.44,0
7240,850.0,France,Male,58,8,156652.13,1,0,0,25899.21,1
7241,732.0,France,Female,36,9,0.0,1,0,0,3749.0,1
7242,693.0,France,Male,40,4,130661.96,1,1,1,101918.96,0
7243,643.0,France,Male,37,6,0.0,2,0,0,142454.77,0
7244,757.0,France,Male,47,3,130747.1,1,1,0,143829.54,0
7245,569.0,Germany,Male,30,6,106629.49,1,0,1,44114.88,0
7246,772.0,Spain,Male,36,3,112029.83,1,1,1,186948.35,0
7247,576.0,Germany,Male,29,7,130575.26,1,0,1,173629.78,0
7248,608.0,Germany,Male,28,4,96679.71,1,1,1,49133.45,0
7249,794.0,France,Male,33,0,0.0,2,0,0,178122.71,0
7250,593.0,France,Male,50,6,171740.69,1,0,0,20893.61,0
7251,597.0,Spain,Male,38,1,0.0,2,1,0,41303.29,0
7252,541.0,Germany,Female,39,9,100116.67,1,1,1,199808.1,1
7253,692.0,Germany,Male,24,2,120596.93,1,0,1,180490.53,0
7254,697.0,France,Female,48,1,0.0,2,1,1,87400.53,0
7255,768.0,France,Male,29,2,95984.69,2,1,1,73686.75,0
7256,802.0,France,Male,38,1,142557.11,1,1,1,172497.73,0
7257,584.0,France,Male,47,5,0.0,2,1,0,89286.29,0
7258,614.0,Spain,Male,66,2,0.0,2,0,1,180082.7,0
7259,850.0,Germany,Female,36,6,143644.16,1,1,0,22102.25,1
7260,671.0,France,Female,38,6,132129.72,1,0,1,76068.95,0
7261,626.0,France,Female,52,0,0.0,2,1,0,32159.46,1
7262,770.0,France,Female,68,2,183555.24,1,0,0,159557.28,1
7263,633.0,France,Male,38,2,91902.56,2,1,1,107673.35,0
7264,663.0,France,Male,40,6,156218.19,1,0,1,33607.72,0
7265,581.0,Germany,Female,43,5,93259.57,3,1,0,141035.65,1
7266,479.0,Germany,Male,51,1,107714.74,3,1,0,86128.21,1
7267,769.0,France,Female,31,6,117852.26,2,1,0,147668.64,0
7268,659.0,Spain,Male,60,2,0.0,1,1,0,177480.45,1
7269,590.0,Spain,Female,51,10,84474.62,2,1,1,190937.09,0
7270,560.0,France,Male,50,3,0.0,2,1,0,84531.79,0
7271,437.0,Germany,Male,35,6,126803.34,2,1,1,161133.4,0
7272,661.0,France,Female,34,0,0.0,2,1,0,185555.63,0
7273,677.0,Germany,Female,36,10,68806.84,1,1,0,33075.24,0
7274,560.0,France,Female,31,3,115141.18,1,1,0,39806.75,0
7275,578.0,France,Female,35,2,0.0,2,0,1,26389.92,0
7276,421.0,Spain,Male,34,6,90723.36,1,1,1,12162.76,0
7277,492.0,Germany,Female,49,2,151249.45,2,1,1,167237.94,0
7278,545.0,France,Female,32,6,0.0,2,1,1,52067.37,0
7279,640.0,Germany,Female,43,9,94752.49,1,1,0,184006.36,1
7280,624.0,Spain,Female,34,6,0.0,1,1,0,582.59,1
7281,577.0,Spain,Male,28,7,0.0,1,1,0,143274.41,0
7282,704.0,France,Male,31,5,132084.66,3,1,1,54474.48,1
7283,523.0,France,Male,45,5,0.0,2,1,1,121428.2,0
7284,711.0,France,Male,33,1,0.0,1,0,0,41590.4,0
7285,791.0,Germany,Female,33,10,130229.71,2,0,0,54019.93,1
7286,629.0,Germany,Female,38,9,123948.85,1,1,0,76053.07,0
7287,729.0,Germany,Male,39,6,127415.85,1,1,1,184977.2,1
7288,651.0,Germany,Male,35,8,110067.71,1,1,0,127678.95,1
7289,695.0,Spain,Male,39,4,65521.2,1,1,1,1243.97,0
7290,847.0,Spain,Male,31,5,0.0,2,1,1,76326.67,0
7291,704.0,France,Male,47,5,0.0,2,1,1,145338.61,0
7292,613.0,Germany,Male,33,3,155736.42,2,1,1,57751.21,0
7293,692.0,Spain,Female,29,4,0.0,2,0,0,138880.24,0
7294,720.0,France,Female,34,3,118307.57,2,1,1,136120.29,0
7295,577.0,France,Male,41,6,0.0,1,1,1,167621.18,0
7296,710.0,Germany,Female,24,7,103099.17,2,1,0,173276.62,0
7297,716.0,France,Female,38,1,0.0,2,1,1,99661.46,0
7298,410.0,France,Male,33,6,125789.69,1,0,0,66333.56,1
7299,584.0,Germany,Female,36,4,109646.83,1,1,1,70240.79,0
7300,792.0,France,Male,30,1,127187.86,1,1,1,113553.42,0
7301,605.0,France,Female,36,6,0.0,1,0,1,690.84,0
7302,486.0,Spain,Male,24,1,0.0,1,1,0,98802.76,0
7303,615.0,France,Male,41,4,130385.82,1,0,1,130661.95,0
7304,676.0,France,Male,23,1,107787.47,1,0,1,116378.82,0
7305,571.0,France,Male,34,1,99325.04,2,0,1,186052.15,0
7306,850.0,France,Female,37,9,0.0,1,0,0,100101.06,0
7307,717.0,France,Male,48,7,123764.95,1,1,1,169952.82,0
7308,642.0,Germany,Female,39,8,128264.03,1,1,0,61792.76,1
7309,780.0,Spain,Male,47,7,86006.21,1,1,1,37973.13,0
7310,492.0,Germany,Female,38,8,57068.43,2,1,0,188974.81,0
7311,760.0,Germany,Male,29,5,103607.24,2,0,1,86334.64,0
7312,500.0,Spain,Male,40,1,99004.24,1,1,1,152845.99,0
7313,654.0,Spain,Female,36,2,0.0,2,1,1,146652.11,0
7314,606.0,Spain,Female,25,3,147386.72,3,1,0,45482.04,1
7315,384.5,Spain,Male,42,6,93608.28,1,1,0,168816.73,1
7316,799.0,Spain,Male,38,2,0.0,2,1,1,59297.34,0
7317,434.0,Germany,Male,71,9,119496.87,1,1,0,125848.88,0
7318,719.0,Spain,Female,32,7,0.0,1,0,0,76264.27,0
7319,641.0,France,Female,37,2,0.0,2,1,0,3939.87,0
7320,461.0,Spain,Female,25,6,0.0,2,1,1,15306.29,0
7321,790.0,Germany,Female,25,5,152885.77,1,1,0,58214.79,0
7322,768.0,Germany,Male,48,3,122831.58,1,1,1,24533.89,1
7323,681.0,Spain,Male,38,2,99811.44,2,1,0,23531.5,0
7324,606.0,Spain,Male,37,8,154712.58,2,1,0,89099.18,0
7325,542.0,Spain,Male,37,8,0.0,1,1,1,807.06,0
7326,713.0,Germany,Female,24,7,147687.24,1,1,1,121592.5,0
7327,597.0,Spain,Female,33,2,0.0,2,1,1,4700.66,0
7328,635.0,France,Male,27,3,127009.83,1,1,0,161909.95,0
7329,599.0,Germany,Male,61,1,124737.96,1,0,1,90389.61,1
7330,496.0,Spain,Female,44,0,179356.28,2,1,0,2919.21,1
7331,759.0,Spain,Male,31,8,0.0,2,1,1,99086.74,0
7332,561.0,France,Female,22,6,186788.96,2,1,0,73286.8,0
7333,702.0,France,Male,40,3,148556.74,1,0,1,146056.29,0
7334,678.0,Germany,Female,40,8,128644.46,1,0,0,167673.37,0
7335,707.0,France,Female,46,7,127476.73,2,1,1,146011.55,0
7336,610.0,France,Female,27,9,159561.93,1,0,1,103381.47,0
7337,744.0,France,Male,42,1,112419.92,1,1,1,83022.92,0
7338,598.0,France,Male,28,8,129991.76,2,0,1,46041.08,0
7339,562.0,Spain,Male,36,5,0.0,1,0,1,182843.24,0
7340,621.0,Spain,Female,59,2,0.0,2,1,1,171364.18,0
7341,659.0,France,Female,50,3,0.0,1,1,0,183399.12,1
7342,722.0,Germany,Female,40,6,89175.06,2,0,1,152883.95,0
7343,606.0,France,Female,39,3,0.0,2,1,0,50560.45,1
7344,603.0,Spain,Female,39,5,162390.52,2,1,0,54702.66,0
7345,506.0,Germany,Female,59,3,190353.08,1,1,0,78365.75,0
7346,715.0,France,Male,21,8,0.0,2,1,0,68666.63,0
7347,690.0,France,Male,47,2,0.0,2,1,0,151375.73,0
7348,644.0,France,Female,40,10,139180.97,1,1,1,19959.67,0
7349,589.0,France,Male,36,8,114435.47,1,1,0,26955.72,0
7350,592.0,France,Female,66,5,149950.19,1,1,1,76267.59,0
7351,632.0,France,Male,42,4,126115.6,1,1,0,100998.5,0
7352,577.0,Germany,Female,59,7,111396.97,1,0,1,191070.01,0
7353,588.0,France,Male,30,3,115007.08,1,0,0,176858.5,0
7354,617.0,France,Male,54,6,102141.9,1,1,1,45325.26,0
7355,668.0,Spain,Female,36,3,133686.52,1,1,0,190958.48,1
7356,767.0,Spain,Male,47,5,0.0,1,1,0,121964.46,1
7357,718.0,Spain,Female,49,10,82321.88,1,0,1,11144.4,0
7358,589.0,Spain,Female,27,4,0.0,2,1,0,144181.48,0
7359,724.0,France,Female,34,3,132352.69,1,1,0,80320.3,0
7360,477.0,Germany,Female,39,4,182491.57,1,1,0,185830.72,0
7361,580.0,France,Male,34,6,0.0,2,1,1,160095.31,0
7362,566.0,Spain,Male,63,2,120787.18,2,1,1,52198.84,0
7363,706.0,Germany,Male,32,5,88348.43,2,1,1,104181.78,0
7364,703.0,Spain,Male,31,6,0.0,2,1,1,67667.19,0
7365,679.0,Germany,Male,39,2,146186.28,2,1,1,193974.47,0
7366,603.0,France,Male,32,7,0.0,1,1,0,198055.94,1
7367,598.0,Spain,Male,34,0,104488.17,1,0,1,43249.67,0
7368,836.0,Germany,Female,32,4,109196.67,2,1,0,55218.02,0
7369,687.0,France,Female,61,7,80538.56,1,1,0,131305.37,1
7370,704.0,Germany,Male,41,4,109026.8,2,1,1,43117.1,0
7371,605.0,Germany,Male,75,2,61319.63,1,0,1,186655.11,0
7372,516.0,France,Female,40,9,0.0,2,0,1,33266.29,0
7373,572.0,France,Female,39,2,0.0,2,1,1,555.28,0
7374,557.0,France,Male,42,6,177822.03,1,1,0,150944.31,1
7375,443.0,Germany,Male,59,4,110939.3,1,1,0,72846.58,1
7376,604.0,Germany,Male,25,7,165413.43,1,1,1,35279.74,0
7377,483.0,France,Male,27,1,77805.66,1,1,1,2101.89,0
7378,702.0,France,Male,50,3,0.0,2,0,0,94949.84,0
7379,670.0,Spain,Female,57,3,175575.95,2,1,0,99061.75,1
7380,804.0,Spain,Female,38,3,124197.22,1,1,0,74692.06,0
7381,850.0,France,Female,30,3,0.0,2,1,0,116692.8,0
7382,554.0,France,Female,39,10,160132.75,1,1,0,32824.15,0
7383,588.0,Germany,Female,37,7,70258.88,2,1,0,139607.61,0
7384,582.0,Spain,Male,25,9,148042.97,2,1,0,52341.15,0
7385,633.0,Spain,Female,33,4,92855.02,1,1,1,159813.18,0
7386,766.0,Germany,Male,47,9,129289.98,1,1,0,169935.46,1
7387,564.0,Spain,Male,37,9,100252.18,1,1,1,146033.52,0
7388,602.0,Spain,Male,37,3,107592.89,2,0,1,153122.73,0
7389,649.0,France,Male,39,3,113096.41,1,1,1,60335.24,0
7390,679.0,Spain,Female,40,7,0.0,2,1,1,163757.29,0
7391,790.0,Germany,Male,50,8,121438.58,1,1,1,176471.78,1
7392,478.0,France,Female,50,2,0.0,1,0,1,93332.64,1
7393,825.0,France,Male,29,3,148874.01,2,0,1,71192.82,0
7394,528.0,Spain,Female,32,0,68138.37,1,1,1,170309.19,0
7395,577.0,Spain,Male,35,5,110080.3,1,1,1,109794.31,0
7396,663.0,France,Male,24,7,0.0,2,1,1,166310.82,0
7397,633.0,Germany,Male,29,6,117412.35,1,0,0,30338.94,0
7398,586.0,France,Female,38,6,0.0,2,1,1,37935.83,0
7399,850.0,France,Female,35,9,0.0,2,0,0,25329.48,0
7400,629.0,Germany,Female,37,1,35549.81,2,0,0,49676.33,0
7401,744.0,France,Male,56,9,0.0,2,1,1,169498.61,0
7402,750.0,France,Male,36,7,136492.92,3,1,1,26500.29,1
7403,637.0,Germany,Male,28,3,123675.69,1,1,1,166458.41,0
7404,575.0,France,Female,40,1,139532.34,1,1,0,181294.39,0
7405,671.0,Spain,Male,58,1,178713.98,1,1,1,21768.21,0
7406,571.0,France,Male,40,5,0.0,2,0,0,72849.29,0
7407,590.0,France,Male,41,1,89086.31,1,1,0,24499.97,0
7408,619.0,Spain,Male,38,3,96143.47,1,0,0,98994.92,0
7409,640.0,Germany,Female,30,5,32197.64,1,0,1,141446.01,0
7410,670.0,France,Male,38,7,0.0,2,1,1,77864.41,0
7411,555.0,Spain,Male,32,10,0.0,2,0,1,168605.96,0
7412,618.0,Germany,Female,40,0,140306.38,1,1,0,160618.61,1
7413,560.0,France,Female,35,1,0.0,2,1,0,3701.63,0
7414,654.0,France,Male,38,8,0.0,2,1,0,88659.44,0
7415,787.0,Germany,Female,42,2,74483.97,2,0,1,44273.91,0
7416,611.0,France,Female,53,7,0.0,2,0,1,156495.39,1
7417,559.0,Spain,Male,34,0,0.0,1,1,0,182988.94,0
7418,753.0,Germany,Male,32,5,159904.79,1,1,0,148811.14,0
7419,748.0,Germany,Female,31,1,99557.94,1,1,0,199255.32,0
7420,610.0,Spain,Female,46,5,116886.59,1,0,0,107973.44,0
7421,709.0,France,Female,36,8,0.0,2,1,1,69676.55,0
7422,605.0,France,Female,34,2,0.0,1,0,0,35982.42,0
7423,706.0,Spain,Male,53,7,0.0,2,0,1,117939.17,0
7424,567.0,Spain,Male,40,8,28649.64,1,1,1,95140.62,0
7425,747.0,France,Female,21,4,81025.6,2,1,0,167682.57,0
7426,711.0,France,Female,39,3,152462.79,1,1,0,90305.97,0
7427,609.0,France,Male,25,10,0.0,1,0,1,109895.16,0
7428,632.0,Spain,Male,28,7,155519.59,1,1,0,1843.24,0
7429,725.0,France,Female,36,1,118851.05,1,1,1,102747.02,0
7430,850.0,France,Female,34,9,92899.27,2,1,0,97465.89,0
7431,682.0,France,Male,40,4,0.0,1,0,1,105352.55,0
7432,797.0,France,Male,37,4,75263.7,1,1,0,85801.77,0
7433,783.0,Germany,Female,41,5,106640.5,1,1,0,176945.96,0
7434,766.0,Germany,Female,28,4,90696.78,1,0,1,21597.2,0
7435,722.0,France,Male,40,6,0.0,2,1,1,111893.09,0
7436,584.0,France,Female,35,2,114321.28,2,0,0,15959.01,0
7437,644.0,Germany,Female,51,4,95560.04,1,0,0,72628.84,1
7438,598.0,Germany,Female,50,5,88379.81,3,0,1,64157.24,1
7439,733.0,Germany,Male,48,7,85915.52,1,1,1,23860.5,0
7440,615.0,Germany,Male,58,3,72309.3,1,1,1,85687.09,1
7441,850.0,France,Female,39,2,0.0,2,1,0,179451.42,0
7442,521.0,France,Male,43,8,0.0,1,1,1,93180.09,0
7443,746.0,France,Male,58,3,0.0,3,1,1,80344.96,1
7444,770.0,France,Female,33,4,0.0,1,1,0,26080.54,1
7445,618.0,France,Male,30,3,133844.22,1,1,1,31406.93,0
7446,556.0,France,Male,36,7,154872.08,2,1,1,32044.64,0
7447,749.0,France,Female,27,9,0.0,2,1,0,132734.87,0
7448,555.0,Germany,Male,42,6,107104.5,1,1,1,41304.44,1
7449,587.0,France,Male,47,6,71026.77,1,1,0,57962.41,0
7450,639.0,France,Male,38,3,0.0,1,1,0,42862.82,0
7451,643.0,France,Male,33,4,0.0,2,1,1,152992.04,0
7452,600.0,France,Female,41,1,0.0,2,1,1,91193.65,0
7453,666.0,France,Female,27,4,0.0,2,0,0,88751.45,0
7454,520.0,France,Female,39,6,145644.05,1,0,0,104118.93,0
7455,650.0,Spain,Female,50,7,129667.77,1,0,0,42028.16,0
7456,586.0,France,Male,64,1,0.0,2,1,1,53710.23,0
7457,617.0,France,Female,35,5,0.0,2,0,1,13066.3,0
7458,712.0,Spain,Female,30,6,0.0,2,1,0,152417.97,0
7459,654.0,France,Male,55,3,87485.67,1,1,1,3299.01,0
7460,605.0,France,Male,27,9,0.0,2,1,0,198091.81,0
7461,491.0,France,Female,36,0,53369.13,1,1,1,103934.12,0
7462,707.0,France,Female,35,9,0.0,2,1,1,70403.65,0
7463,638.0,Spain,Male,34,5,146679.77,1,1,0,102179.86,0
7464,683.0,France,Male,43,2,112499.42,2,1,0,30375.18,0
7465,645.0,Spain,Male,38,1,68079.8,1,0,1,166264.89,0
7466,645.0,Germany,Male,49,4,160133.88,1,0,1,88391.97,0
7467,705.0,France,Female,37,10,0.0,2,1,1,13935.53,1
7468,647.0,France,Male,35,4,123761.68,1,1,0,83910.4,0
7469,786.0,Germany,Female,33,0,122325.58,1,0,0,34712.34,1
7470,534.0,France,Male,41,9,0.0,2,1,0,13871.34,0
7471,602.0,Spain,Female,42,1,138912.17,1,1,1,139494.75,0
7472,695.0,France,Female,42,0,0.0,2,0,1,140724.64,0
7473,553.0,Germany,Female,25,7,128524.19,2,1,0,20682.46,0
7474,516.0,Spain,Female,31,3,0.0,2,1,0,124202.26,0
7475,655.0,France,Female,34,3,0.0,2,1,0,159638.77,0
7476,849.0,Germany,Female,49,9,132934.89,1,1,0,171056.65,1
7477,520.0,Germany,Male,43,3,150805.17,3,0,1,25333.03,1
7478,568.0,Spain,Female,46,3,0.0,2,1,1,29372.62,0
7479,695.0,Spain,Male,32,9,0.0,3,0,1,38533.79,0
7480,807.0,Spain,Female,28,7,165969.26,3,1,0,156122.13,1
7481,642.0,Germany,Female,36,2,124495.98,3,1,1,57904.22,1
7482,703.0,Germany,Male,39,1,141559.5,1,1,1,31257.1,1
7483,556.0,France,Male,38,2,114756.14,1,1,0,193214.05,0
7484,585.0,France,Female,30,6,0.0,2,1,1,137757.69,0
7485,587.0,Germany,Female,49,7,155393.98,2,1,0,13308.2,1
7486,524.0,Spain,Female,32,6,0.0,1,1,1,132861.9,1
7487,556.0,Germany,Female,31,1,128663.81,2,1,0,125083.29,0
7488,504.0,Spain,Male,44,4,113522.64,1,1,1,12405.2,0
7489,731.0,Spain,Female,26,3,0.0,2,1,0,37697.29,0
7490,651.0,France,Male,34,3,0.0,2,1,1,105599.65,0
7491,675.0,Spain,Female,40,8,79035.95,1,1,0,142783.98,1
7492,657.0,Spain,Female,22,6,0.0,3,0,1,168412.07,1
7493,686.0,Germany,Male,33,9,141918.09,2,0,1,184036.47,0
7494,690.0,France,Female,35,9,107944.33,2,0,0,48478.47,0
7495,567.0,France,Male,36,7,0.0,2,0,1,3896.08,0
7496,557.0,Germany,Male,57,1,120043.13,1,1,0,132370.75,1
7497,446.0,Spain,Female,45,10,125191.69,1,1,1,128260.86,1
7498,850.0,France,Male,31,1,96399.31,2,1,0,106534.15,0
7499,637.0,France,Male,41,2,0.0,2,0,1,102515.42,0
7500,499.0,France,Male,60,7,76961.6,2,1,1,83643.87,0
7501,622.0,Germany,Female,34,7,98675.74,1,1,0,138906.85,1
7502,684.0,Germany,Male,37,1,126817.13,2,1,1,29995.83,1
7503,612.0,France,Male,32,3,121394.42,1,1,0,164081.42,0
7504,850.0,Germany,Male,44,2,112755.34,2,0,0,158171.36,0
7505,795.0,Spain,Male,29,4,0.0,2,0,0,155711.64,0
7506,565.0,Germany,Female,38,7,145400.69,2,1,1,83844.79,0
7507,601.0,France,Male,39,3,72647.64,1,1,0,41777.9,1
7508,802.0,Spain,Male,40,4,0.0,2,1,1,81908.09,0
7509,614.0,Germany,Female,37,6,96340.81,2,1,1,139377.24,1
7510,434.0,Spain,Male,55,6,0.0,1,0,1,73562.05,1
7511,522.0,Germany,Male,32,8,124450.36,2,1,1,165786.1,0
7512,550.0,Germany,Male,36,2,113877.23,2,1,0,174921.91,0
7513,599.0,Spain,Male,25,3,0.0,2,1,1,120790.02,0
7514,493.0,France,Female,36,5,148667.81,2,1,0,56092.51,0
7515,755.0,France,Male,34,3,0.0,2,1,1,158816.03,0
7516,605.0,France,Female,62,4,111065.93,2,0,1,125660.99,0
7517,708.0,France,Male,41,0,0.0,1,1,0,128400.62,0
7518,699.0,France,Male,44,8,158697.61,1,1,0,107181.22,0
7519,743.0,Spain,Male,25,6,0.0,2,1,0,129740.11,0
7520,660.0,France,Female,48,0,90044.32,2,0,1,187604.97,1
7521,619.0,Germany,Male,38,10,84651.79,1,1,1,184754.26,0
7522,692.0,France,Male,69,10,154953.94,1,1,1,70849.47,0
7523,560.0,France,Female,30,0,108883.29,1,1,0,27914.95,0
7524,607.0,France,Female,48,4,112070.86,3,1,0,173568.3,1
7525,630.0,Germany,Male,29,6,131354.39,1,0,1,9324.31,1
7526,767.0,Germany,Female,45,7,132746.2,2,1,0,26628.88,1
7527,543.0,France,Female,34,8,0.0,2,0,1,145601.8,0
7528,776.0,France,Male,39,8,125211.55,2,1,0,144496.07,0
7529,535.0,Spain,Male,58,1,0.0,2,1,1,11779.98,1
7530,549.0,Germany,Male,36,6,139422.37,1,0,0,83983.39,1
7531,844.0,France,Female,28,4,0.0,2,0,1,123318.37,0
7532,586.0,Germany,Female,47,5,157099.47,2,1,1,65481.86,0
7533,726.0,France,Male,28,2,0.0,1,0,0,98060.51,0
7534,829.0,Germany,Male,36,4,81795.74,2,1,0,90106.94,0
